Invoice Text,Category
printer cartridges from Canon Supplies Amt INR 39736,Office Supplies
PrintHub invoice for printer paper Amt INR 39736,Office Supplies
Tata Power office electricity usage,Utilities
Airtel - internet bill for corporate account,Utilities
Staples - office pens for corporate account ref:926762,Office Supplies
PRINTHUB printer paper ref:926762,Office Supplies
Air India - flight ticket for corporate account,Travel
folders and binders billed by PrintHub,Office Supplies
annual renewal billed by Oracle,Cloud/Software
raw material purchase billed by Global Traders PO#19232,Inventory
OPENAI annual renewal ref:926762,Cloud/Software
Maersk invoice for air freight,Logistics
hotel accommodation from Air India INV-2026-8573,Travel
GitHub - monthly compute usage for corporate account Amt INR 39736,Cloud/Software
cargo handling billed by FedEx,Logistics
Global Traders manufacturing supplies,Inventory
lodging charges from Akasa Air,Travel
WB Stationers inv0ice for staplers,Office Supplies
Shadowfax - courier charges for corporate account PO#19232,Logistics
Air India inv0ice for client meeting travel,Travel
Atlassian invoice for software subscription ref:926762,Cloud/Software
AWS invoice for database hosting,Cloud/Software
JIO FIBER meter consumption chg PO#19232,Utilities
HP Store - printer toner for corporate account INV-2026-8573,Office Supplies
WB Stationers - office pens for corporate account,Office Supplies
Global Traders manufacturing supplies Amt INR 39736,Inventory
SHADOWFAX shipping surcharge ref:926762,Logistics
DTDC invoice for container movement INV-2026-8573,Logistics
conference travel billed by Uber,Travel
road transport from Delhivery PO#19232,Logistics
lodging charges from Marriott,Travel
air freight billed by Delhivery PO#19232,Logistics
PrintHub office stationery Amt INR 39736,Office Supplies
PrintHub invoice for office pens PO#19232,Office Supplies
SpiceJet invoice for airport transfer,Travel
WB Stationers invoice for office stationery,Office Supplies
CHEMSTORE finished goods procurement,Inventory
Canon Supplies invoice for staplers,Office Supplies
Delhivery container movement Amt INR 39736,Logistics
Tata Power water charges,Utilities
office electricity usage billed by Tata Power,Utilities
Global Traders invoice for metal fasteners Amt INR 39736,Inventory
staplers billed by Canon Supplies Amt INR 39736,Office Supplies
GitHub - database hosting for corporate account Amt INR 39736,Cloud/Software
Airtel invoice for office electricity usage Amt INR 39736,Utilities
Marriott - lodging charges for corporate account Amt INR 39736,Travel
road transport from DTDC Amt INR 39736,Logistics
AGRISUPPLY metal fasteners ref:926762,Inventory
Delhivery - container movement for corporate account,Logistics
IHG Hotels conference travel,Travel
DTDC - freight chg for corporate account INV-2026-8573,Logistics
IndiGo - airport transfer for corporate account,Travel
airfare for business trip billed by Marriott ref:926762,Travel
AGRISUPPLY industrial inventory INV-2026-8573,Inventory
MakeMyTrip - hotel accommodation for corporate account PO#19232,Travel
Maersk - shipping surcharge for corporate account Amt INR 39736,Logistics
staplers from PrintHub PO#19232,Office Supplies
lodging charges billed by Marriott,Travel
Oracle - API usage charges for corporate account Amt INR 39736,Cloud/Software
Jio Fiber telephone charges Amt INR 39736,Utilities
industrial inventory billed by Global Traders,Inventory
Maersk invoice for courier charges Amt INR 39736,Logistics
Mega Wholesale - finished goods procurement for corporate account ref:926762,Inventory
Global Traders raw material purchase Amt INR 39736,Inventory
CESC broadband invoice INV-2026-8573,Utilities
Shadowfax - last mile shipment for corporate account INV-2026-8573,Logistics
internet bill billed by Energy Board PO#19232,Utilities
PrintHub invoice for office stationery ref:926762,Office Supplies
container movement billed by Blue Dart,Logistics
AKASA AIR airfare for business trip Amt INR 39736,Travel
travel expense billed by IndiGo,Travel
collaboration software billed by Atlassian,Cloud/Software
shipping surcharge from Blue Dart Amt INR 39736,Logistics
meter consumption charges from BSNL,Utilities
CRM subscription from GitHub,Cloud/Software
CANON SUPPLIES desk supplies,Office Supplies
BSNL - water chg for corporate account PO#19232,Utilities
notebooks billed by PrintHub PO#19232,Office Supplies
Shadowfax warehouse delivery,Logistics
printer paper billed by PaperMart INV-2026-8573,Office Supplies
Energy Board meter consumption charges,Utilities
road transport billed by FedEx,Logistics
Akasa Air invoice for client meeting travel,Travel
MARRIOTT airfare for business trip PO#19232,Travel
MARRIOTT airfare for business trip,Travel
utility surcharge from Airtel INV-2026-8573,Utilities
SKU inventory purchase from PackRight PO#19232,Inventory
Mega Wholesale manufacturing supplies Amt INR 39736,Inventory
electronic components billed by Global Traders Amt INR 39736,Inventory
Industrial Hub invoice for industrial inventory PO#19232,Inventory
road transport billed by FedEx Amt INR 39736,Logistics
PAPERMART office pens Amt INR 39736,Office Supplies
CANON SUPPLIES folders and binders Amt INR 39736,Office Supplies
monthly compute usage from GitHub PO#19232,Cloud/Software
Global Traders warehouse stock replenishment,Inventory
SaaS license from GitHub,Cloud/Software
CESC - meter consumption charges for corporate account ref:926762,Utilities
DHL - express parcel for corporate account,Logistics
BSNL - meter consumption charges for corporate account INV-2026-8573,Utilities
water charges billed by Energy Board PO#19232,Utilities
Global Traders invoice for SKU inventory purchase,Inventory
SKU inventory purchase billed by Industrial Hub Amt INR 39736,Inventory
Google Cloud annual renewal Amt INR 39736,Cloud/Software
Staples office stationery,Office Supplies
Energy Board meter consumption chg INV-2026-8573,Utilities
raw material purchase billed by AgriSupply Amt INR 39736,Inventory
IndiGo invoice for hotel accommodation Amt INR 39736,Travel
Delhivery invoice for last mile shipment Amt INR 39736,Logistics
office electricity usage billed by CESC INV-2026-8573,Utilities
Global Traders - warehouse stock replenishment for corporate account,Inventory
SteelWorks invoice for electronic components INV-2026-8573,Inventory
notebooks from WB Stationers Amt INR 39736,Office Supplies
warehouse stock replenishment billed by SteelWorks PO#19232,Inventory
MakeMyTrip airfare for business trip Amt INR 39736,Travel
FedEx - warehouse delivery for corporate account,Logistics
SaaS license from Atlassian ref:926762,Cloud/Software
metal fasteners billed by ChemStore INV-2026-8573,Inventory
ENERGY BOARD water utility charges,Utilities
SKU inventory purchase from PackRight,Inventory
flight ticket billed by Marriott PO#19232,Travel
CESC inv0ice for meter consumption chg INV-2026-8573,Utilities
OLA conference travel PO#19232,Travel
AIRTEL water utility charges,Utilities
conference travel from MakeMyTrip,Travel
XpressBees inv0ice for courier chg PO#19232,Logistics
electricity bill billed by CESC,Utilities
PaperMart invoice for folders and binders,Office Supplies
staplers billed by HP Store,Office Supplies
Atlassian monthly compute usage Amt INR 39736,Cloud/Software
OpenAI collaboration software Amt INR 39736,Cloud/Software
INDUSTRIAL HUB warehouse stock replenishment ref:926762,Inventory
folders and binders billed by WB Stationers PO#19232,Office Supplies
meter consumption charges billed by Airtel PO#19232,Utilities
DTDC road transport,Logistics
ChemStore invoice for finished goods procurement Amt INR 39736,Inventory
cloud hosting billed by AWS ref:926762,Cloud/Software
ChemStore bulk procurement of components,Inventory
road transport from XpressBees,Logistics
Atlassian - cloud hosting for corporate account PO#19232,Cloud/Software
IRCTC - rail ticket booking for corporate account PO#19232,Travel
electronic components from AgriSupply ref:926762,Inventory
AgriSupply metal fasteners INV-2026-8573,Inventory
API usage chg billed by GitHub ref:926762,Cloud/Software
Industrial Hub - packaging materials for corporate account ref:926762,Inventory
Google Cloud CRM subscription,Cloud/Software
Local Office Mart inv0ice for printer toner,Office Supplies
ElectroParts warehouse stock replenishment ref:926762,Inventory
Microsoft developer tools INV-2026-8573,Cloud/Software
API usage charges from Adobe ref:926762,Cloud/Software
travel expense billed by Ola ref:926762,Travel
road transport from UPS,Logistics
raw material purchase billed by ElectroParts PO#19232,Inventory
air freight billed by XpressBees,Logistics
Airtel water charges INV-2026-8573,Utilities
metal fasteners from ElectroParts Amt INR 39736,Inventory
rail ticket booking from IRCTC INV-2026-8573,Travel
Office Depot - folders and binders for corporate account PO#19232,Office Supplies
ChemStore packaging materials,Inventory
notebooks billed by Canon Supplies,Office Supplies
hotel accommodation from SpiceJet,Travel
Industrial Hub - industrial inventory for corporate account Amt INR 39736,Inventory
FedEx express parcel INV-2026-8573,Logistics
rail ticket booking billed by Marriott INV-2026-8573,Travel
desk supplies from Local Office Mart,Office Supplies
lodging charges billed by Air India,Travel
utility surcharge billed by BSNL ref:926762,Utilities
desk supplies billed by Office Depot ref:926762,Office Supplies
CESC - water chg for corporate account ref:926762,Utilities
printer paper from Staples,Office Supplies
lodging charges billed by IHG Hotels INV-2026-8573,Travel
metal fasteners billed by PackRight PO#19232,Inventory
Microsoft invoice for API usage charges,Cloud/Software
metal fasteners from AgriSupply,Inventory
Industrial Hub - metal fasteners for corporate account ref:926762,Inventory
Delhivery invoice for air freight,Logistics
ElectroParts bulk procurement of components Amt INR 39736,Inventory
Ola flight ticket ref:926762,Travel
GitHub cloud hosting,Cloud/Software
Staples - office pens for corporate account INV-2026-8573,Office Supplies
software subscription billed by Adobe,Cloud/Software
telephone chg billed by Airtel Amt INR 39736,Utilities
GATI air freight,Logistics
PackRight metal fasteners,Inventory
water utility charges billed by CESC ref:926762,Utilities
desk supplies from HP Store INV-2026-8573,Office Supplies
SPICEJET client meeting travel,Travel
water charges billed by BSNL,Utilities
MAERSK last mile shipment Amt INR 39736,Logistics
Industrial Hub - warehouse stock replenishment for corporate account,Inventory
Municipal Water meter consumption charges PO#19232,Utilities
SPICEJET travel expense INV-2026-8573,Travel
warehouse stock replenishment billed by ChemStore,Inventory
airfare for business trip billed by IRCTC Amt INR 39736,Travel
developer tools from GitHub Amt INR 39736,Cloud/Software
AgriSupply inv0ice for electronic components PO#19232,Inventory
collaboration software from Microsoft Amt INR 39736,Cloud/Software
notebooks billed by WB Stationers,Office Supplies
MakeMyTrip conference travel PO#19232,Travel
Salesforce monthly compute usage,Cloud/Software
PAPERMART office pens Amt INR 39736,Office Supplies
Jio Fiber invoice for internet bill Amt INR 39736,Utilities
PaperMart printer paper,Office Supplies
GLOBAL TRADERS bulk procurement of components PO#19232,Inventory
MAKEMYTRIP airport transfer,Travel
GitHub inv0ice for collaboration software Amt INR 39736,Cloud/Software
electricity bill from BSNL PO#19232,Utilities
Mega Wholesale - bulk procurement of components for corporate account,Inventory
Shadowfax invoice for express parcel INV-2026-8573,Logistics
Marriott - hotel accommodation for corporate account PO#19232,Travel
INDUSTRIAL HUB electronic components,Inventory
broadband invoice billed by Municipal Water INV-2026-8573,Utilities
Marriott - conference travel for corporate account,Travel
express parcel billed by FedEx PO#19232,Logistics
Marriott rail ticket booking INV-2026-8573,Travel
cab reimbursement from Uber PO#19232,Travel
Shadowfax inv0ice for last mile shipment,Logistics
XpressBees - shipping surcharge for corporate account,Logistics
XpressBees road transport Amt INR 39736,Logistics
Oracle - software subscription for corporate account,Cloud/Software
Office Depot invoice for office pens ref:926762,Office Supplies
AGRISUPPLY sku inventory purchase ref:926762,Inventory
OpenAI invoice for collaboration software,Cloud/Software
metal fasteners from Mega Wholesale,Inventory
meter consumption charges from BSNL,Utilities
Maersk invoice for container movement PO#19232,Logistics
Oracle invoice for software subscription,Cloud/Software
